DATAFLOW,REF_AREA,FREQ,METHODOLOGY,MEASURE,UNIT_MEASURE,EXPENDITURE,ADJUSTMENT,TRANSFORMATION,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,BASE_PER,DURABILITY,DECIMALS
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),IND,A,N,CPI,PA,_T,N,GY,2015,5.872427,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),IND,A,N,CPI,PA,_T,N,GY,2016,4.941027,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),IND,A,N,CPI,PA,_T,N,GY,2017,2.490887,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),IND,A,N,CPI,PA,_T,N,GY,2018,4.8607,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),IND,A,N,CPI,PA,_T,N,GY,2019,7.659695,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),IND,A,N,CPI,PA,_T,N,GY,2020,5.561349,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),IND,A,N,CPI,PA,_T,N,GY,2021,4.890086,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),IND,A,N,CPI,PA,_T,N,GY,2022,5.90043,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),IND,A,N,CPI,PA,_T,N,GY,2023,5.552331,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),IND,A,N,CPI,PA,_T,N,GY,2024,3.800098,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),IND,A,N,CPI,PA,_T,N,GY,2025,2.795762,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ZAF,A,N,CPI,PA,_T,N,GY,2015,4.518691,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ZAF,A,N,CPI,PA,_T,N,GY,2016,6.602909,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ZAF,A,N,CPI,PA,_T,N,GY,2017,5.186187,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ZAF,A,N,CPI,PA,_T,N,GY,2018,4.509872,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ZAF,A,N,CPI,PA,_T,N,GY,2019,4.102851,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ZAF,A,N,CPI,PA,_T,N,GY,2020,3.232388,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ZAF,A,N,CPI,PA,_T,N,GY,2021,4.618745,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ZAF,A,N,CPI,PA,_T,N,GY,2022,7.039873,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ZAF,A,N,CPI,PA,_T,N,GY,2023,6.075244,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ZAF,A,N,CPI,PA,_T,N,GY,2024,4.361153,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NLD,A,N,CPI,PA,_T,N,GY,2015,0.6002482,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NLD,A,N,CPI,PA,_T,N,GY,2016,0.3166667,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NLD,A,N,CPI,PA,_T,N,GY,2017,1.381459,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NLD,A,N,CPI,PA,_T,N,GY,2018,1.703498,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NLD,A,N,CPI,PA,_T,N,GY,2019,2.633699,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NLD,A,N,CPI,PA,_T,N,GY,2020,1.27246,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NLD,A,N,CPI,PA,_T,N,GY,2021,2.67572,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NLD,A,N,CPI,PA,_T,N,GY,2022,10.00121,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NLD,A,N,CPI,PA,_T,N,GY,2023,3.838393,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NLD,A,N,CPI,PA,_T,N,GY,2024,3.347543,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NLD,A,N,CPI,PA,_T,N,GY,2025,3.259577,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ITA,A,N,CPI,PA,_T,N,GY,2015,0.03878675,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ITA,A,N,CPI,PA,_T,N,GY,2016,-0.09406886,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ITA,A,N,CPI,PA,_T,N,GY,2017,1.226533,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),LUX,A,N,CPI,PA,_T,N,GY,2015,0.4747432,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),LUX,A,N,CPI,PA,_T,N,GY,2016,0.2908333,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),LUX,A,N,CPI,PA,_T,N,GY,2017,1.7308,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),LUX,A,N,CPI,PA,_T,N,GY,2018,1.528195,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),LUX,A,N,CPI,PA,_T,N,GY,2019,1.743321,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),LUX,A,N,CPI,PA,_T,N,GY,2020,0.8199573,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),LUX,A,N,CPI,PA,_T,N,GY,2021,2.52692,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),LUX,A,N,CPI,PA,_T,N,GY,2022,6.336008,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),LUX,A,N,CPI,PA,_T,N,GY,2023,3.741404,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),LUX,A,N,CPI,PA,_T,N,GY,2024,2.051133,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),LUX,A,N,CPI,PA,_T,N,GY,2025,2.257238,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),MEX,A,N,CPI,PA,_T,N,GY,2015,2.720641,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),MEX,A,N,CPI,PA,_T,N,GY,2016,2.821708,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),MEX,A,N,CPI,PA,_T,N,GY,2017,6.041456,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),MEX,A,N,CPI,PA,_T,N,GY,2018,4.899351,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),MEX,A,N,CPI,PA,_T,N,GY,2019,3.635961,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),MEX,A,N,CPI,PA,_T,N,GY,2020,3.396834,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),MEX,A,N,CPI,PA,_T,N,GY,2021,5.689209,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),MEX,A,N,CPI,PA,_T,N,GY,2022,7.896276,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),MEX,A,N,CPI,PA,_T,N,GY,2023,5.527961,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),POL,A,N,CPI,PA,_T,N,GY,2015,-0.9333333,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),POL,A,N,CPI,PA,_T,N,GY,2016,-0.5833333,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),POL,A,N,CPI,PA,_T,N,GY,2017,1.975,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),POL,A,N,CPI,PA,_T,N,GY,2018,1.666667,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),POL,A,N,CPI,PA,_T,N,GY,2019,2.308333,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),POL,A,N,CPI,PA,_T,N,GY,2020,3.4,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),POL,A,N,CPI,PA,_T,N,GY,2021,5.1,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),POL,A,N,CPI,PA,_T,N,GY,2022,14.3,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),POL,A,N,CPI,PA,_T,N,GY,2023,11.56667,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),POL,A,N,CPI,PA,_T,N,GY,2024,3.65,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),POL,A,N,CPI,PA,_T,N,GY,2025,3.641667,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SWE,A,N,CPI,PA,_T,N,GY,2015,-0.04678474,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SWE,A,N,CPI,PA,_T,N,GY,2016,0.9842693,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SWE,A,N,CPI,PA,_T,N,GY,2017,1.794499,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SWE,A,N,CPI,PA,_T,N,GY,2018,1.953535,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SWE,A,N,CPI,PA,_T,N,GY,2019,1.784151,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SWE,A,N,CPI,PA,_T,N,GY,2020,0.4973673,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SWE,A,N,CPI,PA,_T,N,GY,2021,2.163197,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SWE,A,N,CPI,PA,_T,N,GY,2022,8.369291,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SWE,A,N,CPI,PA,_T,N,GY,2023,8.548625,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SWE,A,N,CPI,PA,_T,N,GY,2024,2.835817,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SWE,A,N,CPI,PA,_T,N,GY,2025,0.6798693,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),TUR,A,N,CPI,PA,_T,N,GY,2015,7.670854,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),TUR,A,N,CPI,PA,_T,N,GY,2016,7.775134,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),TUR,A,N,CPI,PA,_T,N,GY,2017,11.14431,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),TUR,A,N,CPI,PA,_T,N,GY,2018,16.33246,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,N,CPI,PA,_T,N,GY,2015,-0.4583333,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,N,CPI,PA,_T,N,GY,2016,-1.116667,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,N,CPI,PA,_T,N,GY,2017,1.15,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,N,CPI,PA,_T,N,GY,2018,1.491667,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,N,CPI,PA,_T,N,GY,2019,0.7666667,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,N,CPI,PA,_T,N,GY,2022,10.73333,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,N,CPI,PA,_T,N,GY,2023,8.05,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,N,CPI,PA,_T,N,GY,2024,2.975,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,N,CPI,PA,_T,N,GY,2025,3.7,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),IDN,A,N,CPI,PA,_T,N,GY,2015,6.363121,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),IDN,A,N,CPI,PA,_T,N,GY,2016,3.525805,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),IDN,A,N,CPI,PA,_T,N,GY,2017,3.808798,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),IDN,A,N,CPI,PA,_T,N,GY,2018,3.198346,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),IDN,A,N,CPI,PA,_T,N,GY,2019,3.030587,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),IDN,A,N,CPI,PA,_T,N,GY,2020,1.919834,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),IDN,A,N,CPI,PA,_T,N,GY,2021,1.56008,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),IDN,A,N,CPI,PA,_T,N,GY,2022,4.209456,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),IDN,A,N,CPI,PA,_T,N,GY,2023,3.669401,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),RUS,A,N,CPI,PA,_T,N,GY,2015,15.5344,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),RUS,A,N,CPI,PA,_T,N,GY,2016,7.042436,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),RUS,A,N,CPI,PA,_T,N,GY,2017,3.683334,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),RUS,A,N,CPI,PA,_T,N,GY,2018,2.878305,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),RUS,A,N,CPI,PA,_T,N,GY,2019,4.470367,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),RUS,A,N,CPI,PA,_T,N,GY,2020,3.38166,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),RUS,A,N,CPI,PA,_T,N,GY,2021,6.694456,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SAU,A,N,CPI,PA,_T,N,GY,2015,1.204692,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SAU,A,N,CPI,PA,_T,N,GY,2016,2.06741,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SAU,A,N,CPI,PA,_T,N,GY,2017,-0.8364107,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SAU,A,N,CPI,PA,_T,N,GY,2018,2.45719,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SAU,A,N,CPI,PA,_T,N,GY,2019,-2.093341,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SAU,A,N,CPI,PA,_T,N,GY,2020,3.445467,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SAU,A,N,CPI,PA,_T,N,GY,2021,3.06329,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SAU,A,N,CPI,PA,_T,N,GY,2022,2.474074,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SAU,A,N,CPI,PA,_T,N,GY,2023,2.327085,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SAU,A,N,CPI,PA,_T,N,GY,2024,1.687921,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,N,CPI,PA,_T,N,GY,2015,-1.143909,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,N,CPI,PA,_T,N,GY,2016,-0.4346187,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,N,CPI,PA,_T,N,GY,2017,0.5337878,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,N,CPI,PA,_T,N,GY,2018,0.9363354,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,N,CPI,PA,_T,N,GY,2019,0.3628862,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,N,CPI,PA,_T,N,GY,2020,-0.725875,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,N,CPI,PA,_T,N,GY,2021,0.5818142,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,N,CPI,PA,_T,N,GY,2022,2.835028,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,N,CPI,PA,_T,N,GY,2023,2.135401,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,N,CPI,PA,_T,N,GY,2024,1.06234,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,N,CPI,PA,_T,N,GY,2025,0.154377,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NOR,A,N,CPI,PA,_T,N,GY,2015,2.171137,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NOR,A,N,CPI,PA,_T,N,GY,2016,3.55,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NOR,A,N,CPI,PA,_T,N,GY,2017,1.875101,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NOR,A,N,CPI,PA,_T,N,GY,2018,2.764831,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NOR,A,N,CPI,PA,_T,N,GY,2019,2.16773,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NOR,A,N,CPI,PA,_T,N,GY,2020,1.286585,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NOR,A,N,CPI,PA,_T,N,GY,2021,3.483881,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NOR,A,N,CPI,PA,_T,N,GY,2022,5.764123,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NOR,A,N,CPI,PA,_T,N,GY,2023,5.51785,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NOR,A,N,CPI,PA,_T,N,GY,2024,3.145301,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NOR,A,N,CPI,PA,_T,N,GY,2025,3.055625,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NZL,A,N,CPI,PA,_T,N,GY,2015,0.2927033,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NZL,A,N,CPI,PA,_T,N,GY,2016,0.6462373,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NZL,A,N,CPI,PA,_T,N,GY,2017,1.850787,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NZL,A,N,CPI,PA,_T,N,GY,2018,1.598298,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NZL,A,N,CPI,PA,_T,N,GY,2019,1.619632,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NZL,A,N,CPI,PA,_T,N,GY,2020,1.714562,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NZL,A,N,CPI,PA,_T,N,GY,2021,3.941121,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NZL,A,N,CPI,PA,_T,N,GY,2022,7.172225,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NZL,A,N,CPI,PA,_T,N,GY,2023,5.733163,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NZL,A,N,CPI,PA,_T,N,GY,2024,2.922798,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NZL,A,N,CPI,PA,_T,N,GY,2025,2.839796,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NOR,A,N,CPI,PC,_T,N,G1,2015,2.171137,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NOR,A,N,CPI,PC,_T,N,G1,2016,3.55,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NOR,A,N,CPI,PC,_T,N,G1,2017,1.875101,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NOR,A,N,CPI,PC,_T,N,G1,2018,2.764831,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NOR,A,N,CPI,PC,_T,N,G1,2019,2.16773,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NOR,A,N,CPI,PC,_T,N,G1,2020,1.286585,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NOR,A,N,CPI,PC,_T,N,G1,2021,3.483881,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NOR,A,N,CPI,PC,_T,N,G1,2022,5.764123,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NOR,A,N,CPI,PC,_T,N,G1,2023,5.51785,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NOR,A,N,CPI,PC,_T,N,G1,2024,3.145301,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NOR,A,N,CPI,PC,_T,N,G1,2025,3.055625,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,N,CPI,PC,_T,N,G1,2015,-1.143909,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,N,CPI,PC,_T,N,G1,2016,-0.4346187,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,N,CPI,PC,_T,N,G1,2017,0.5337878,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,N,CPI,PC,_T,N,G1,2018,0.9363354,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,N,CPI,PC,_T,N,G1,2019,0.3628862,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,N,CPI,PC,_T,N,G1,2020,-0.725875,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,N,CPI,PC,_T,N,G1,2021,0.5818142,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,N,CPI,PC,_T,N,G1,2022,2.835028,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,N,CPI,PC,_T,N,G1,2023,2.135401,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,N,CPI,PC,_T,N,G1,2024,1.06234,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,N,CPI,PC,_T,N,G1,2025,0.154377,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),IND,A,N,CPI,PC,_T,N,G1,2015,5.872427,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),IND,A,N,CPI,PC,_T,N,G1,2016,4.941027,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),IND,A,N,CPI,PC,_T,N,G1,2017,2.490887,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),IND,A,N,CPI,PC,_T,N,G1,2018,4.8607,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),IND,A,N,CPI,PC,_T,N,G1,2019,7.659695,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),IND,A,N,CPI,PC,_T,N,G1,2020,5.561349,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),IND,A,N,CPI,PC,_T,N,G1,2021,4.890086,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),IND,A,N,CPI,PC,_T,N,G1,2022,5.90043,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),IND,A,N,CPI,PC,_T,N,G1,2023,5.552331,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),IND,A,N,CPI,PC,_T,N,G1,2024,3.800098,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),IND,A,N,CPI,PC,_T,N,G1,2025,2.795762,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ZAF,A,N,CPI,PC,_T,N,G1,2015,4.518691,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ZAF,A,N,CPI,PC,_T,N,G1,2016,6.602909,A,,,,2
