DATAFLOW,REF_AREA,FREQ,METHODOLOGY,MEASURE,UNIT_MEASURE,EXPENDITURE,ADJUSTMENT,TRANSFORMATION,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,BASE_PER,DURABILITY,DECIMALS
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ROU,A,HICP,CPI,PC,GD,N,G1,2024,5.2,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ROU,A,HICP,CPI,PC,SERV,N,G1,2024,8.1,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ROU,A,HICP,CPI,PC,SERV,N,G1,2025,8,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ROU,A,HICP,CPI,PC,GD,N,G1,2025,6.4,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PC,GD,N,G1,2015,-1,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PC,SERV,N,G1,2015,1.4,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PC,SERV,N,G1,2016,0,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PC,GD,N,G1,2016,-1,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PC,GD,N,G1,2017,1.4,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PC,SERV,N,G1,2017,1.2,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PC,SERV,N,G1,2018,1.4,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PC,GD,N,G1,2018,1.6,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PC,GD,N,G1,2019,0.4,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PC,SERV,N,G1,2019,1.5,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PC,SERV,N,G1,2020,0.8,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PC,GD,N,G1,2020,-0.4,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PC,GD,N,G1,2021,3,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PC,SERV,N,G1,2021,2,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PC,SERV,N,G1,2022,7.2,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PC,GD,N,G1,2022,12.3,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PC,GD,N,G1,2023,7.6,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PC,SERV,N,G1,2023,10.1,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PC,SERV,N,G1,2024,7.6,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PC,GD,N,G1,2024,2.3,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PC,GD,N,G1,2025,2.9,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PC,SERV,N,G1,2025,7.4,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),TUR,A,HICP,CPI,PC,SERV,N,G1,2015,8.4,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),TUR,A,HICP,CPI,PC,SERV,N,G1,2016,8.2,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),TUR,A,HICP,CPI,PC,SERV,N,G1,2017,9,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),TUR,A,HICP,CPI,PC,SERV,N,G1,2018,11.6,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SWE,A,HICP,CPI,PC,SERV,N,G1,2015,1.3,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SWE,A,HICP,CPI,PC,SERV,N,G1,2016,1.3,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SWE,A,HICP,CPI,PC,SERV,N,G1,2017,2.3,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SWE,A,HICP,CPI,PC,SERV,N,G1,2018,1.8,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SWE,A,HICP,CPI,PC,SERV,N,G1,2019,2,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SWE,A,HICP,CPI,PC,SERV,N,G1,2020,1.8,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SWE,A,HICP,CPI,PC,SERV,N,G1,2021,2.5,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SWE,A,HICP,CPI,PC,SERV,N,G1,2022,4.1,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SWE,A,HICP,CPI,PC,SERV,N,G1,2023,5.7,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SWE,A,HICP,CPI,PC,SERV,N,G1,2024,4.9,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SWE,A,HICP,CPI,PC,SERV,N,G1,2025,3.9,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,HICP,CPI,PC,SERV,N,G1,2015,0.3,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,HICP,CPI,PC,SERV,N,G1,2016,-0.3,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,HICP,CPI,PC,SERV,N,G1,2017,0.5,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,HICP,CPI,PC,SERV,N,G1,2018,0.4,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,HICP,CPI,PC,SERV,N,G1,2019,0.5,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,HICP,CPI,PC,SERV,N,G1,2020,-0.3,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,HICP,CPI,PC,SERV,N,G1,2021,0.3,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,HICP,CPI,PC,SERV,N,G1,2022,1,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,HICP,CPI,PC,SERV,N,G1,2023,1.8,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,HICP,CPI,PC,SERV,N,G1,2024,2,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,HICP,CPI,PC,SERV,N,G1,2025,1.2,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ITA,A,HICP,CPI,PC,SERV,N,G1,2015,0.6,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ITA,A,HICP,CPI,PC,SERV,N,G1,2016,0.6,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ITA,A,HICP,CPI,PC,SERV,N,G1,2017,1.2,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),LUX,A,HICP,CPI,PC,SERV,N,G1,2015,2,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),LUX,A,HICP,CPI,PC,SERV,N,G1,2016,1,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),LUX,A,HICP,CPI,PC,SERV,N,G1,2017,1.7,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),LUX,A,HICP,CPI,PC,SERV,N,G1,2018,0.9,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),LUX,A,HICP,CPI,PC,SERV,N,G1,2019,2.4,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),LUX,A,HICP,CPI,PC,SERV,N,G1,2020,1.2,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),LUX,A,HICP,CPI,PC,SERV,N,G1,2021,1.5,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),LUX,A,HICP,CPI,PC,SERV,N,G1,2022,4.1,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),LUX,A,HICP,CPI,PC,SERV,N,G1,2023,3.2,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),LUX,A,HICP,CPI,PC,SERV,N,G1,2024,3.8,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),LUX,A,HICP,CPI,PC,SERV,N,G1,2025,2.5,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),LUX,A,HICP,CPI,PA,SERV,N,GY,2015,2,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),LUX,A,HICP,CPI,PA,SERV,N,GY,2016,1,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),LUX,A,HICP,CPI,PA,SERV,N,GY,2017,1.7,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),LUX,A,HICP,CPI,PA,SERV,N,GY,2018,0.9,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),LUX,A,HICP,CPI,PA,SERV,N,GY,2019,2.4,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),LUX,A,HICP,CPI,PA,SERV,N,GY,2020,1.2,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),LUX,A,HICP,CPI,PA,SERV,N,GY,2021,1.5,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),LUX,A,HICP,CPI,PA,SERV,N,GY,2022,4.1,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),LUX,A,HICP,CPI,PA,SERV,N,GY,2023,3.2,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),LUX,A,HICP,CPI,PA,SERV,N,GY,2024,3.8,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),LUX,A,HICP,CPI,PA,SERV,N,GY,2025,2.5,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ITA,A,HICP,CPI,PA,SERV,N,GY,2015,0.6,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ITA,A,HICP,CPI,PA,SERV,N,GY,2016,0.6,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ITA,A,HICP,CPI,PA,SERV,N,GY,2017,1.2,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,HICP,CPI,PA,SERV,N,GY,2015,0.3,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,HICP,CPI,PA,SERV,N,GY,2016,-0.3,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,HICP,CPI,PA,SERV,N,GY,2017,0.5,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,HICP,CPI,PA,SERV,N,GY,2018,0.4,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,HICP,CPI,PA,SERV,N,GY,2019,0.5,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,HICP,CPI,PA,SERV,N,GY,2020,-0.3,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,HICP,CPI,PA,SERV,N,GY,2021,0.3,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,HICP,CPI,PA,SERV,N,GY,2022,1,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,HICP,CPI,PA,SERV,N,GY,2023,1.8,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,HICP,CPI,PA,SERV,N,GY,2024,2,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),CHE,A,HICP,CPI,PA,SERV,N,GY,2025,1.2,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SWE,A,HICP,CPI,PA,SERV,N,GY,2015,1.3,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SWE,A,HICP,CPI,PA,SERV,N,GY,2016,1.3,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SWE,A,HICP,CPI,PA,SERV,N,GY,2017,2.3,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SWE,A,HICP,CPI,PA,SERV,N,GY,2018,1.8,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SWE,A,HICP,CPI,PA,SERV,N,GY,2019,2,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SWE,A,HICP,CPI,PA,SERV,N,GY,2020,1.8,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SWE,A,HICP,CPI,PA,SERV,N,GY,2021,2.5,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SWE,A,HICP,CPI,PA,SERV,N,GY,2022,4.1,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SWE,A,HICP,CPI,PA,SERV,N,GY,2023,5.7,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SWE,A,HICP,CPI,PA,SERV,N,GY,2024,4.9,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),SWE,A,HICP,CPI,PA,SERV,N,GY,2025,3.9,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),TUR,A,HICP,CPI,PA,SERV,N,GY,2015,8.4,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),TUR,A,HICP,CPI,PA,SERV,N,GY,2016,8.2,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),TUR,A,HICP,CPI,PA,SERV,N,GY,2017,9,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),TUR,A,HICP,CPI,PA,SERV,N,GY,2018,11.6,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PA,GD,N,GY,2015,-1,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PA,SERV,N,GY,2015,1.4,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PA,GD,N,GY,2016,-1,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PA,SERV,N,GY,2016,0,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PA,GD,N,GY,2017,1.4,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PA,SERV,N,GY,2017,1.2,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PA,GD,N,GY,2018,1.6,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PA,SERV,N,GY,2018,1.4,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PA,GD,N,GY,2019,0.4,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PA,SERV,N,GY,2019,1.5,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PA,GD,N,GY,2020,-0.4,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PA,SERV,N,GY,2020,0.8,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PA,GD,N,GY,2021,3,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PA,SERV,N,GY,2021,2,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PA,GD,N,GY,2022,12.3,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PA,SERV,N,GY,2022,7.2,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PA,GD,N,GY,2023,7.6,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PA,SERV,N,GY,2023,10.1,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PA,GD,N,GY,2024,2.3,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PA,SERV,N,GY,2024,7.6,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PA,GD,N,GY,2025,2.9,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),HRV,A,HICP,CPI,PA,SERV,N,GY,2025,7.4,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ROU,A,HICP,CPI,PA,GD,N,GY,2015,-1.3,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ROU,A,HICP,CPI,PA,SERV,N,GY,2015,2.2,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ROU,A,HICP,CPI,PA,SERV,N,GY,2016,0.7,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ROU,A,HICP,CPI,PA,GD,N,GY,2016,-1.7,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ROU,A,HICP,CPI,PA,GD,N,GY,2017,1.6,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ROU,A,HICP,CPI,PA,SERV,N,GY,2017,-0.5,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ROU,A,HICP,CPI,PA,SERV,N,GY,2018,2.7,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ROU,A,HICP,CPI,PA,GD,N,GY,2018,4.5,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ROU,A,HICP,CPI,PA,GD,N,GY,2019,4,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ROU,A,HICP,CPI,PA,SERV,N,GY,2019,3.6,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ROU,A,HICP,CPI,PA,SERV,N,GY,2020,2.7,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ROU,A,HICP,CPI,PA,GD,N,GY,2020,2.2,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ROU,A,HICP,CPI,PA,GD,N,GY,2021,4.5,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ROU,A,HICP,CPI,PA,SERV,N,GY,2021,2.7,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ROU,A,HICP,CPI,PA,SERV,N,GY,2022,6.3,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ROU,A,HICP,CPI,PA,GD,N,GY,2022,13.7,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ROU,A,HICP,CPI,PA,GD,N,GY,2023,9.7,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ROU,A,HICP,CPI,PA,SERV,N,GY,2023,9.9,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ROU,A,HICP,CPI,PA,SERV,N,GY,2024,8.1,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ROU,A,HICP,CPI,PA,GD,N,GY,2024,5.2,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ROU,A,HICP,CPI,PA,GD,N,GY,2025,6.4,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),ROU,A,HICP,CPI,PA,SERV,N,GY,2025,8,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),POL,A,HICP,CPI,PA,SERV,N,GY,2015,1.7,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),POL,A,HICP,CPI,PA,SERV,N,GY,2016,1.8,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),POL,A,HICP,CPI,PA,SERV,N,GY,2017,2.4,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),POL,A,HICP,CPI,PA,SERV,N,GY,2018,0.8,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),POL,A,HICP,CPI,PA,SERV,N,GY,2019,3.5,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),POL,A,HICP,CPI,PA,SERV,N,GY,2020,7.8,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),POL,A,HICP,CPI,PA,SERV,N,GY,2021,7.3,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),POL,A,HICP,CPI,PA,SERV,N,GY,2022,12.3,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),POL,A,HICP,CPI,PA,SERV,N,GY,2023,10.7,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),POL,A,HICP,CPI,PA,SERV,N,GY,2024,6.7,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),POL,A,HICP,CPI,PA,SERV,N,GY,2025,5.6,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NOR,A,HICP,CPI,PA,SERV,N,GY,2015,2.6,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NOR,A,HICP,CPI,PA,SERV,N,GY,2016,3.3,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NOR,A,HICP,CPI,PA,SERV,N,GY,2017,2.6,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NOR,A,HICP,CPI,PA,SERV,N,GY,2018,2.6,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NOR,A,HICP,CPI,PA,SERV,N,GY,2019,3.3,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NOR,A,HICP,CPI,PA,SERV,N,GY,2020,2.9,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NOR,A,HICP,CPI,PA,SERV,N,GY,2021,1.8,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NOR,A,HICP,CPI,PA,SERV,N,GY,2022,4.3,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NOR,A,HICP,CPI,PA,SERV,N,GY,2023,6.1,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NOR,A,HICP,CPI,PA,SERV,N,GY,2024,3.9,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NOR,A,HICP,CPI,PA,SERV,N,GY,2025,3.6,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NLD,A,HICP,CPI,PA,SERV,N,GY,2015,1.8,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NLD,A,HICP,CPI,PA,SERV,N,GY,2016,0.5,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NLD,A,HICP,CPI,PA,SERV,N,GY,2017,1.3,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NLD,A,HICP,CPI,PA,SERV,N,GY,2018,1.5,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NLD,A,HICP,CPI,PA,SERV,N,GY,2019,2.7,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NLD,A,HICP,CPI,PA,SERV,N,GY,2020,2.3,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NLD,A,HICP,CPI,PA,SERV,N,GY,2021,1.7,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NLD,A,HICP,CPI,PA,SERV,N,GY,2022,4,A,,,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),NLD,A,HICP,CPI,PA,SERV,N,GY,2023,6.3,A,,,,2
