DATAFLOW,REF_AREA,FREQ,MEASURE,UNIT_MEASURE,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,ADJUSTMENT,DECIMALS,BASE_PER
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1970-Q1,61.1597601294176,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1970-Q2,61.2443897822873,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1970-Q3,61.7960752942274,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1970-Q4,62.2109539143224,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1971-Q1,62.2646413579015,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1971-Q2,62.0135481964576,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1971-Q3,61.51664194161,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1971-Q4,61.3297316240271,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1972-Q1,61.8102665180229,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1972-Q2,60.4083031748736,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1972-Q3,60.77019928157,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1972-Q4,61.8574101953002,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1973-Q1,60.5833994123611,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1973-Q2,57.9353411483072,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1973-Q3,58.132864098492,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1973-Q4,65.6469543939127,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1974-Q1,75.6224605412676,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1974-Q2,85.7530519296837,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1974-Q3,90.2037679185143,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1974-Q4,87.6148233303032,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1975-Q1,83.3201646808002,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1975-Q2,80.9493449240185,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1975-Q3,79.7227806488614,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1975-Q4,80.5163551240118,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1976-Q1,81.9598050489143,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1976-Q2,84.3643079576012,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1976-Q3,86.8395388392894,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1976-Q4,88.0631705378342,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1977-Q1,88.0007416635058,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1977-Q2,86.5912435518532,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1977-Q3,84.158333226258,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1977-Q4,82.3695143749135,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1978-Q1,82.2026324338475,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1978-Q2,83.6336309272063,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1978-Q3,87.730743933254,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1978-Q4,93.7920081680709,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1979-Q1,98.1899846609602,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1979-Q2,96.3355393310961,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1979-Q3,90.6084277729014,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1979-Q4,83.7888615439346,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1980-Q1,80.8348772291632,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1980-Q2,88.2123571123262,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1980-Q3,98.228673811108,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1980-Q4,110.49780474218,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1981-Q1,116.15111054589,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1981-Q2,112.615875946239,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1981-Q3,106.947777680424,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1981-Q4,104.621900494034,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1982-Q1,105.852509734459,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1982-Q2,108.220325632739,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1982-Q3,107.227488311315,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1982-Q4,103.146671505688,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1983-Q1,99.1672034547158,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1983-Q2,96.5865101116929,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1983-Q3,94.4963993635085,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1983-Q4,90.3901750209293,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1984-Q1,87.3115228651466,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1984-Q2,85.6804526797472,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1984-Q3,84.0165734884602,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1984-Q4,81.0056440903716,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1985-Q1,77.6722168039544,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1985-Q2,75.8726243584537,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1985-Q3,75.3361366904604,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1985-Q4,74.4744686313982,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1986-Q1,73.8608674702669,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1986-Q2,73.6946997277311,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1986-Q3,73.7533007652545,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1986-Q4,74.133330725217,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1987-Q1,74.7475151203396,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1987-Q2,75.8007697473574,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1987-Q3,76.621280756893,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1987-Q4,77.4722921429459,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1988-Q1,77.5454284149324,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1988-Q2,76.8355574076778,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1988-Q3,78.6051141455354,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1988-Q4,86.0286101915499,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1989-Q1,93.17830294007,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1989-Q2,96.7351766425366,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1989-Q3,99.4613775472277,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1989-Q4,104.490113534627,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1990-Q1,106.831118405517,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1990-Q2,113.263897745194,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1990-Q3,114.093710231441,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1990-Q4,115.60217855667,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1991-Q1,114.146615538971,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1991-Q2,117.332703818295,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1991-Q3,117.355372460836,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1991-Q4,118.844717673852,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1992-Q1,116.311774455148,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1992-Q2,118.706465814817,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1992-Q3,118.616929224126,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1992-Q4,118.621684463286,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1993-Q1,115.543662081543,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1993-Q2,113.664853627609,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1993-Q3,111.24470307722,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1993-Q4,108.92399981348,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1994-Q1,106.450375147471,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1994-Q2,104.496093561647,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1994-Q3,102.276182229641,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1994-Q4,102.210957814113,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1995-Q1,100.203009977591,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1995-Q2,99.2466271323805,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1995-Q3,98.7615537671272,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1995-Q4,96.3914914449913,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1996-Q1,94.5752265346332,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1996-Q2,92.6511145446614,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1996-Q3,90.8578522917311,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1996-Q4,88.488051316991,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1997-Q1,86.2165339642398,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1997-Q2,85.8748363908238,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1997-Q3,85.3815707407093,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1997-Q4,85.4634454432829,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1998-Q1,85.4721966236872,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1998-Q2,85.6393901393799,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1998-Q3,85.9743242286852,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1998-Q4,86.7148742668632,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1999-Q1,87.7552744215225,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1999-Q2,88.7814143151392,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1999-Q3,89.9590306324588,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,1999-Q4,90.5883785226916,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2000-Q1,91.7540597146899,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2000-Q2,93.0962864026125,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2000-Q3,94.6558285274483,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2000-Q4,95.5659626068397,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2001-Q1,96.8314345325695,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2001-Q2,97.6774220246059,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2001-Q3,99.484812551074,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2001-Q4,101.599459459024,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2002-Q1,103.072052104545,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2002-Q2,104.243603765915,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2002-Q3,106.058559385408,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2002-Q4,107.849685244848,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2003-Q1,109.049245620372,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2003-Q2,111.407910964101,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2003-Q3,114.045378959488,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2003-Q4,116.185716008352,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2004-Q1,118.211328342546,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2004-Q2,119.888397840531,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2004-Q3,121.862452211431,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2004-Q4,123.521896814079,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2005-Q1,125.353506021033,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2005-Q2,126.514687059714,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2005-Q3,127.764787819178,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2005-Q4,129.300483100809,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2006-Q1,130.525856063531,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2006-Q2,131.142266060598,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2006-Q3,131.976178509978,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2006-Q4,133.512352888312,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2007-Q1,134.65471301753,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2007-Q2,135.222311543268,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2007-Q3,135.874901362918,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2007-Q4,136.199838945855,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2008-Q1,136.287512979543,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2008-Q2,134.000277529619,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2008-Q3,132.291794723511,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2008-Q4,131.699435578514,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2009-Q1,131.584094712014,A,0,S,1,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ITA,Q,RHP,IX,2009-Q2,129.680974248386,A,0,S,1,2015
