REF_AREA,date,HPI,HPI_RPI,RPI,iso2,hh_share,year,d_ptr,d_hp,d_rent,d_hh
AUT,2012-10-01,88.6512041242573,97.8558875138789,90.5967135895238,AT,36.22484385843164,2012,1.7488254354077526,5.822760382867465,4.073934947459623,-0.40067054486053166
AUT,2013-10-01,92.3997404584831,99.3398020608166,93.0169780931249,AT,34.85868102288022,2013,1.5050456335300666,4.141455442290454,2.6364098087602983,-1.366162835551421
AUT,2014-10-01,96.9953613203887,99.4151955952445,97.5692482889431,AT,35.65998617829994,2014,0.07586580356031547,4.853898616779162,4.7780328132188465,0.801305155419719
AUT,2015-10-01,101.566719073752,100.840093486058,100.723996467189,AT,35.60027758501041,2015,1.4231054222247685,4.6052757389866805,3.1821703167615567,-0.05970859328952827
AUT,2016-10-01,109.079785669597,104.221173337998,104.665386827167,AT,35.490605427974955,2016,3.297927830578118,7.136367977313096,3.838440146735067,-0.10967215703545463
AUT,2017-10-01,113.775422558614,104.24223108665,109.148940480338,AT,35.17869656622285,2017,0.02020282531773887,4.214693479694276,4.194490654376892,-0.31190886175210863
AUT,2018-10-01,122.333249152221,108.397951002451,112.859521033882,AT,34.66386554621849,2018,3.9091850684072504,7.252234337668995,3.343049269261922,-0.5148310200043582
AUT,2019-10-01,129.969437917801,112.450113171172,115.583571267198,AT,34.69101123595505,2019,3.6700498182600683,6.055045861967301,2.3849960437076767,0.02714568973656384
AUT,2020-10-01,139.998305926324,114.703156317845,122.056855423689,AT,34.5075016307893,2020,1.9837856966915979,7.433099213292227,5.449313516600096,-0.183509605165753
AUT,2021-10-01,158.799189410622,132.308046273615,120.026402652005,AT,33.702737940026076,2021,14.278534588121516,12.601012232305564,-1.6775223558154195,-0.8047636907632238
AUT,2022-10-01,167.8374837444,133.832600934255,125.412783442047,AT,33.58831710709318,2022,1.1456884566195313,5.535570821272451,4.389882364652031,-0.11442083293289329
AUT,2023-10-01,162.819191569849,118.85994046007,136.98873360092,AT,33.08605341246291,2023,-11.864394321889282,-3.0355821589306053,8.828812162958855,-0.5022636946302725
AUT,2024-10-01,164.580539889092,114.843083123903,143.313929686226,AT,32.723112128146454,2024,-3.43791269954421,1.075972362110189,4.513885061654488,-0.3629412843164559
AUT,2025-10-01,169.588603650776,113.238175404347,149.767840060088,AT,33.147410358565736,2025,-1.4073354546832562,2.997547106734544,4.4048825614175335,0.42429823041928216
AUS,1978-10-01,6.70827630608097,39.0043511125406,17.1998680500084,AU,48.921832884097036,1978,-3.6749626953381576,4.062382288062305,7.7373449834006625,0.8936638700125243
AUS,1979-10-01,7.82403265111442,42.1348606989221,18.5701889123786,AU,48.812664907651715,1979,7.720223625842726,15.385807227999404,7.6655836021567225,-0.10916797644532039
AUS,1980-10-01,8.96661913934686,45.1802637446294,19.8475631097908,AU,48.28025477707006,1980,6.97849055108577,13.630859155754438,6.652368604668668,-0.5324101305816527
AUS,1981-10-01,10.1247971024217,46.7159295985059,21.6744738454018,AU,47.41379310344828,1981,3.342486274084555,12.147887604377283,8.805401330292684,-0.8664616736217852
AUS,1982-10-01,10.0901165769729,41.3359181637668,24.4115763983187,AU,45.3474676089517,1982,-12.235340020307994,-0.34311855121820223,11.89222146908957,-2.0663254944965743
AUS,1983-10-01,11.1278070024056,42.7104256912819,26.055710175122,AU,44.280860702151756,1983,3.271124061858943,9.78907230366084,6.517948241801985,-1.0666069067999473
AUS,1984-10-01,12.2119510450679,43.5145714744175,28.0658095414992,AU,44.568868980963046,1984,1.8652806605579997,9.296795505903521,7.431514845345788,0.2880082788112901
AUS,1985-10-01,13.4299648958578,43.7265625175975,30.7154420599585,AU,44.166666666666664,1985,0.4859896948233633,9.50733305632685,9.021343361503309,-0.40220231429638176
AUS,1986-10-01,14.1441231868645,41.7146211588575,33.9089979766218,AU,40.31805425631431,1986,-4.7104060714090235,5.181081866435111,9.891487937844223,-3.8486124103523522
AUS,1987-10-01,15.4176963595143,41.0604299233816,37.5511486389483,AU,37.422222222222224,1987,-1.5806812510837709,8.621674861142425,10.202356112226063,-2.895832034092088
AUS,1988-10-01,20.5080573280191,49.1379339950143,41.7383099912444,AU,35.82342954159593,1988,17.958644081643005,28.530188536807,10.571544455163995,-1.5987926806262962
AUS,1989-10-01,22.6810676749411,50.1860470770465,45.1968049550833,AU,37.30092204526404,1989,2.110571842527875,10.071270405081956,7.960698562554125,1.4774925036681097
AUS,1990-10-01,22.9156460943329,48.2758150006803,47.4711466591883,AU,37.25165562913907,1990,-3.8806330760475127,1.0289359455210256,4.909569021568672,-0.04926641612496496
AUS,1991-10-01,23.9256444976934,49.4574575495197,48.3792452285223,AU,39.05079100749376,1991,2.4182145966845425,4.313096240736103,1.894881644051516,1.7991353783546842
AUS,1992-10-01,24.0461100057506,49.4229373791164,48.6567958286953,AU,39.82978723404255,1992,-0.06982207510528582,0.502236211803142,0.5720582869082946,0.7789962265487915
AUS,1993-10-01,24.7234142766959,50.4281862751107,49.0300490625578,AU,42.857142857142854,1993,2.013563439849486,2.777750369457621,0.7641869296081794,3.0273556231003056
AUS,1994-10-01,25.578697019536,51.8788388110191,49.3077744773445,AU,45.56737588652482,1994,2.8360706744402275,3.4009116342671675,0.5648409598270288,2.7102330293819676
AUS,1995-10-01,25.6480366913045,50.7950044640175,50.4963925734915,AU,47.4561403508772,1995,-2.1112964562667536,0.270716905386692,2.382013361653401,1.888764464352377
AUS,1996-10-01,26.0934377240936,50.0469459442469,52.1411912947665,AU,48.83318928262748,1996,-1.483652862205398,1.7216828081698665,3.2053356703751756,1.3770489317502808
AUS,1997-10-01,27.6922948661563,51.5738173948035,53.6978502149514,AU,49.46325350949628,1997,3.005264507519767,5.947035630230113,2.9417711227103016,0.6300642268688037
AUS,1998-10-01,29.4448933080003,53.2962015129482,55.2511036645805,AU,50.19794140934284,1998,3.285093357900637,6.1366282134526,2.851534855552007,0.7346878998465556
AUS,1999-10-01,32.1877609471066,56.7561753454452,56.7159061940359,AU,51.51975683890577,1999,6.289940464257171,8.906579252920688,2.616638788663561,1.3218154295629319
